league,season,team,players_used,Age,Poss,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,url
,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,
ESP-La Liga,9697,Real Betis,24,25.8,,42,,3780,42,,,,,,,112,,,,,,,/en/squads/fc536746/1996-1997/Real-Betis-Stats
ESP-La Liga,9697,Real Madrid,25,25.6,,42,,3780,42,,,,,,,103,,,,,,,/en/squads/53a2f082/1996-1997/Real-Madrid-Stats
ESP-La Liga,9697,Real Sociedad,23,26.3,,42,,3780,42,,,,,,,104,,,,,,,/en/squads/e31d1cd9/1996-1997/Real-Sociedad-Stats
ESP-La Liga,9697,Sevilla,35,24.8,,42,,3780,42,,,,,,,131,,,,,,,/en/squads/ad2be733/1996-1997/Sevilla-Stats
ESP-La Liga,9697,Sporting Gijón,30,26.3,,42,,3780,42,,,,,,,93,,,,,,,/en/squads/bb9efd50/1996-1997/Sporting-Gijon-Stats
ESP-La Liga,9697,Tenerife,25,26.7,,42,,3780,42,,,,,,,114,,,,,,,/en/squads/27cc9c62/1996-1997/Tenerife-Stats
ESP-La Liga,9697,Valencia,28,26.9,,42,,3780,42,,,,,,,110,,,,,,,/en/squads/dcc91a7b/1996-1997/Valencia-Stats
ESP-La Liga,9697,Valladolid,23,25.0,,42,,3780,42,,,,,,,88,,,,,,,/en/squads/17859612/1996-1997/Valladolid-Stats
ESP-La Liga,9697,Zaragoza,24,26.8,,42,,3780,42,,,,,,,133,,,,,,,/en/squads/800303a0/1996-1997/Zaragoza-Stats
ESP-La Liga,9798,Athletic Club,22,25.7,,38,,3420,38,,,,,,,85,,,,,,,/en/squads/2b390eca/1997-1998/Athletic-Club-Stats
ESP-La Liga,9798,Atlético Madrid,26,26.0,,38,,3420,38,,,,,,,107,,,,,,,/en/squads/db3b9613/1997-1998/Atletico-Madrid-Stats
ESP-La Liga,9798,Barcelona,27,26.2,,38,,3420,38,,,,,,,94,,,,,,,/en/squads/206d90db/1997-1998/Barcelona-Stats
ESP-La Liga,9798,Celta Vigo,22,26.8,,38,,3420,38,,,,,,,115,,,,,,,/en/squads/f25da7fb/1997-1998/Celta-Vigo-Stats
ESP-La Liga,9798,Compostela,26,28.8,,38,,3420,38,,,,,,,100,,,,,,,/en/squads/63505675/1997-1998/Compostela-Stats
ESP-La Liga,9798,Dep La Coruña,33,27.0,,38,,3420,38,,,,,,,101,,,,,,,/en/squads/2a60ed82/1997-1998/Deportivo-La-Coruna-Stats
ESP-La Liga,9798,Espanyol,28,26.8,,38,,3420,38,,,,,,,97,,,,,,,/en/squads/a8661628/1997-1998/Espanyol-Stats
ESP-La Liga,9798,Mallorca,22,26.5,,38,,3420,38,,,,,,,81,,,,,,,/en/squads/2aa12281/1997-1998/Mallorca-Stats
ESP-La Liga,9798,Mérida,23,27.5,,38,,3420,38,,,,,,,117,,,,,,,/en/squads/819b92aa/Merida-Stats
ESP-La Liga,9798,Oviedo,23,26.5,,38,,3420,38,,,,,,,96,,,,,,,/en/squads/ab358912/1997-1998/Oviedo-Stats
ESP-La Liga,9798,Racing Sant,25,25.1,,38,,3420,38,,,,,,,108,,,,,,,/en/squads/dee3bbc8/1997-1998/Racing-Santander-Stats
ESP-La Liga,9798,Real Betis,24,26.8,,38,,3420,38,,,,,,,125,,,,,,,/en/squads/fc536746/1997-1998/Real-Betis-Stats
ESP-La Liga,9798,Real Madrid,23,25.6,,38,,3420,38,,,,,,,87,,,,,,,/en/squads/53a2f082/1997-1998/Real-Madrid-Stats
ESP-La Liga,9798,Real Sociedad,24,26.6,,38,,3420,38,,,,,,,109,,,,,,,/en/squads/e31d1cd9/1997-1998/Real-Sociedad-Stats
ESP-La Liga,9798,Salamanca,26,26.9,,38,,3420,38,,,,,,,103,,,,,,,/en/squads/c32656d6/1997-1998/Salamanca-Stats
ESP-La Liga,9798,Sporting Gijón,34,25.4,,38,,3420,38,,,,,,,122,,,,,,,/en/squads/bb9efd50/1997-1998/Sporting-Gijon-Stats
ESP-La Liga,9798,Tenerife,26,26.5,,38,,3420,38,,,,,,,118,,,,,,,/en/squads/27cc9c62/1997-1998/Tenerife-Stats
ESP-La Liga,9798,Valencia,28,27.2,,38,,3420,38,,,,,,,103,,,,,,,/en/squads/dcc91a7b/1997-1998/Valencia-Stats
ESP-La Liga,9798,Valladolid,22,24.8,,38,,3420,38,,,,,,,84,,,,,,,/en/squads/17859612/1997-1998/Valladolid-Stats
ESP-La Liga,9798,Zaragoza,27,26.5,,38,,3420,38,,,,,,,94,,,,,,,/en/squads/800303a0/1997-1998/Zaragoza-Stats
ESP-La Liga,9899,Alavés,25,26.9,,38,,3420,38,,,,,,,124,,,,,,,/en/squads/8d6fd021/1998-1999/Alaves-Stats
ESP-La Liga,9899,Athletic Club,25,25.7,,38,,3420,38,,,,,,,100,,,,,,,/en/squads/2b390eca/1998-1999/Athletic-Club-Stats
ESP-La Liga,9899,Atlético Madrid,29,26.3,,38,,3420,38,,,,,,,116,,,,,,,/en/squads/db3b9613/1998-1999/Atletico-Madrid-Stats
ESP-La Liga,9899,Barcelona,25,26.4,,38,,3420,38,,,,,,,88,,,,,,,/en/squads/206d90db/1998-1999/Barcelona-Stats
ESP-La Liga,9899,Celta Vigo,23,27.7,,38,,3420,38,,,,,,,111,,,,,,,/en/squads/f25da7fb/1998-1999/Celta-Vigo-Stats
ESP-La Liga,9899,Dep La Coruña,23,28.1,,38,,3420,38,,,,,,,92,,,,,,,/en/squads/2a60ed82/1998-1999/Deportivo-La-Coruna-Stats
ESP-La Liga,9899,Espanyol,26,25.9,,38,,3420,38,,,,,,,106,,,,,,,/en/squads/a8661628/1998-1999/Espanyol-Stats
ESP-La Liga,9899,Extremadura,24,27.0,,38,,3420,38,,,,,,,77,,,,,,,/en/squads/be3375e1/1998-1999/Extremadura-Stats
ESP-La Liga,9899,Mallorca,21,26.8,,38,,3420,38,,,,,,,84,,,,,,,/en/squads/2aa12281/1998-1999/Mallorca-Stats
ESP-La Liga,9899,Oviedo,27,26.1,,38,,3420,38,,,,,,,102,,,,,,,/en/squads/ab358912/1998-1999/Oviedo-Stats
ESP-La Liga,9899,Racing Sant,27,25.4,,38,,3420,38,,,,,,,109,,,,,,,/en/squads/dee3bbc8/1998-1999/Racing-Santander-Stats
ESP-La Liga,9899,Real Betis,26,26.5,,38,,3420,38,,,,,,,111,,,,,,,/en/squads/fc536746/1998-1999/Real-Betis-Stats
ESP-La Liga,9899,Real Madrid,25,26.5,,38,,3420,38,,,,,,,102,,,,,,,/en/squads/53a2f082/1998-1999/Real-Madrid-Stats
ESP-La Liga,9899,Real Sociedad,23,26.4,,38,,3420,38,,,,,,,111,,,,,,,/en/squads/e31d1cd9/1998-1999/Real-Sociedad-Stats
ESP-La Liga,9899,Salamanca,26,26.5,,38,,3420,38,,,,,,,105,,,,,,,/en/squads/c32656d6/1998-1999/Salamanca-Stats
ESP-La Liga,9899,Tenerife,32,27.0,,38,,3420,38,,,,,,,123,,,,,,,/en/squads/27cc9c62/1998-1999/Tenerife-Stats
ESP-La Liga,9899,Valencia,23,27.3,,38,,3420,38,,,,,,,106,,,,,,,/en/squads/dcc91a7b/1998-1999/Valencia-Stats
ESP-La Liga,9899,Valladolid,22,26.1,,38,,3420,38,,,,,,,87,,,,,,,/en/squads/17859612/1998-1999/Valladolid-Stats
ESP-La Liga,9899,Villarreal,26,27.1,,38,,3420,38,,,,,,,120,,,,,,,/en/squads/2a8183b3/1998-1999/Villarreal-Stats
ESP-La Liga,9899,Zaragoza,24,26.9,,38,,3420,38,,,,,,,105,,,,,,,/en/squads/800303a0/1998-1999/Zaragoza-Stats
ESP-La Liga,9900,Alavés,22,27.2,,38,414,3420,38,40,26,66,34,6,8,108,7,1.05,0.68,1.74,0.89,1.58,/en/squads/8d6fd021/1999-2000/Alaves-Stats
ESP-La Liga,9900,Athletic Club,28,26.4,,38,416,3420,38,47,39,86,42,5,6,125,3,1.24,1.03,2.26,1.11,2.13,/en/squads/2b390eca/1999-2000/Athletic-Club-Stats
ESP-La Liga,9900,Atlético Madrid,29,25.6,,38,416,3420,38,48,31,79,44,4,6,121,6,1.26,0.82,2.08,1.16,1.97,/en/squads/db3b9613/1999-2000/Atletico-Madrid-Stats
ESP-La Liga,9900,Barcelona,24,26.4,,38,418,3420,38,70,46,116,67,3,4,85,5,1.84,1.21,3.05,1.76,2.97,/en/squads/206d90db/1999-2000/Barcelona-Stats
ESP-La Liga,9900,Celta Vigo,27,26.2,,38,418,3420,38,44,31,75,42,2,3,123,11,1.16,0.82,1.97,1.11,1.92,/en/squads/f25da7fb/1999-2000/Celta-Vigo-Stats
ESP-La Liga,9900,Dep La Coruña,23,28.4,,38,418,3420,38,64,41,105,60,4,5,94,9,1.68,1.08,2.76,1.58,2.66,/en/squads/2a60ed82/1999-2000/Deportivo-La-Coruna-Stats
ESP-La Liga,9900,Espanyol,29,25.9,,38,417,3420,38,51,29,80,44,7,7,103,4,1.34,0.76,2.11,1.16,1.92,/en/squads/a8661628/1999-2000/Espanyol-Stats
ESP-La Liga,9900,Mallorca,30,27.2,,38,418,3420,38,51,33,84,46,5,6,85,6,1.34,0.87,2.21,1.21,2.08,/en/squads/2aa12281/1999-2000/Mallorca-Stats
ESP-La Liga,9900,Málaga,24,25.3,,38,418,3420,38,54,40,94,50,4,5,98,8,1.42,1.05,2.47,1.32,2.37,/en/squads/1c896955/1999-2000/Malaga-Stats
ESP-La Liga,9900,Numancia,25,27.4,,38,417,3420,38,46,24,70,41,5,7,108,6,1.21,0.63,1.84,1.08,1.71,/en/squads/76d8bafa/1999-2000/Numancia-Stats
ESP-La Liga,9900,Oviedo,25,26.4,,38,418,3420,38,44,30,74,42,2,4,104,2,1.16,0.79,1.95,1.11,1.89,/en/squads/ab358912/1999-2000/Oviedo-Stats
ESP-La Liga,9900,Racing Sant,23,26.2,,38,418,3420,38,52,29,81,40,12,13,98,7,1.37,0.76,2.13,1.05,1.82,/en/squads/dee3bbc8/1999-2000/Racing-Santander-Stats
ESP-La Liga,9900,Rayo Vallecano,24,28.0,,38,417,3420,38,49,31,80,47,2,2,100,5,1.29,0.82,2.11,1.24,2.05,/en/squads/98e8af82/1999-2000/Rayo-Vallecano-Stats
ESP-La Liga,9900,Real Betis,24,26.0,,38,418,3420,38,33,19,52,28,5,6,100,9,0.87,0.5,1.37,0.74,1.24,/en/squads/fc536746/1999-2000/Real-Betis-Stats
ESP-La Liga,9900,Real Madrid,28,24.6,,38,414,3420,38,56,48,104,52,4,4,95,7,1.47,1.26,2.74,1.37,2.63,/en/squads/53a2f082/1999-2000/Real-Madrid-Stats
ESP-La Liga,9900,Real Sociedad,26,26.7,,38,420,3420,38,42,28,70,42,0,0,105,11,1.11,0.74,1.84,1.11,1.84,/en/squads/e31d1cd9/1999-2000/Real-Sociedad-Stats
ESP-La Liga,9900,Sevilla,32,25.6,,38,416,3420,38,42,33,75,38,4,5,111,6,1.11,0.87,1.97,1.0,1.87,/en/squads/ad2be733/1999-2000/Sevilla-Stats
ESP-La Liga,9900,Valencia,24,27.0,,38,418,3420,38,56,38,94,48,8,9,103,11,1.47,1.0,2.47,1.26,2.26,/en/squads/dcc91a7b/1999-2000/Valencia-Stats
ESP-La Liga,9900,Valladolid,27,26.7,,38,415,3420,38,35,33,68,32,3,3,105,4,0.92,0.87,1.79,0.84,1.71,/en/squads/17859612/1999-2000/Valladolid-Stats
ESP-La Liga,9900,Zaragoza,22,28.3,,38,418,3420,38,59,37,96,55,4,4,116,4,1.55,0.97,2.53,1.45,2.42,/en/squads/800303a0/1999-2000/Zaragoza-Stats
ESP-La Liga,0001,Alavés,23,27.4,,38,416,3420,38,55,36,91,47,8,9,113,5,1.45,0.95,2.39,1.24,2.18,/en/squads/8d6fd021/2000-2001/Alaves-Stats
ESP-La Liga,0001,Athletic Club,26,26.0,,38,418,3420,38,44,27,71,40,4,5,111,11,1.16,0.71,1.87,1.05,1.76,/en/squads/2b390eca/2000-2001/Athletic-Club-Stats
ESP-La Liga,0001,Barcelona,24,26.4,,38,418,3420,38,79,46,125,74,5,6,91,9,2.08,1.21,3.29,1.95,3.16,/en/squads/206d90db/2000-2001/Barcelona-Stats
ESP-La Liga,0001,Celta Vigo,24,27.1,,38,418,3420,38,49,29,78,44,5,5,125,11,1.29,0.76,2.05,1.16,1.92,/en/squads/f25da7fb/2000-2001/Celta-Vigo-Stats
ESP-La Liga,0001,Dep La Coruña,23,28.3,,38,417,3420,38,73,40,113,69,4,6,103,7,1.92,1.05,2.97,1.82,2.87,/en/squads/2a60ed82/2000-2001/Deportivo-La-Coruna-Stats
ESP-La Liga,0001,Espanyol,28,25.8,,38,416,3420,38,44,27,71,40,4,5,89,5,1.16,0.71,1.87,1.05,1.76,/en/squads/a8661628/2000-2001/Espanyol-Stats
ESP-La Liga,0001,Las Palmas,29,26.6,,38,418,3420,38,42,24,66,37,5,6,117,9,1.11,0.63,1.74,0.97,1.61,/en/squads/0049d422/2000-2001/Las-Palmas-Stats
ESP-La Liga,0001,Mallorca,27,28.2,,38,418,3420,38,59,40,99,58,1,3,93,5,1.55,1.05,2.61,1.53,2.58,/en/squads/2aa12281/2000-2001/Mallorca-Stats
ESP-La Liga,0001,Málaga,27,27.0,,38,418,3420,38,60,36,96,56,4,4,95,6,1.58,0.95,2.53,1.47,2.42,/en/squads/1c896955/2000-2001/Malaga-Stats
ESP-La Liga,0001,Numancia,26,27.3,,38,418,3420,38,38,27,65,34,4,4,103,5,1.0,0.71,1.71,0.89,1.61,/en/squads/76d8bafa/2000-2001/Numancia-Stats
ESP-La Liga,0001,Osasuna,27,26.9,,38,418,3420,38,40,25,65,36,4,8,91,3,1.05,0.66,1.71,0.95,1.61,/en/squads/03c57e2b/2000-2001/Osasuna-Stats
ESP-La Liga,0001,Oviedo,28,25.0,,38,417,3420,38,51,32,83,49,2,4,109,6,1.34,0.84,2.18,1.29,2.13,/en/squads/ab358912/2000-2001/Oviedo-Stats
ESP-La Liga,0001,Racing Sant,28,27.2,,38,418,3420,38,47,22,69,43,4,4,98,6,1.24,0.58,1.82,1.13,1.71,/en/squads/dee3bbc8/2000-2001/Racing-Santander-Stats
ESP-La Liga,0001,Rayo Vallecano,24,28.2,,38,418,3420,38,54,31,85,49,5,6,109,9,1.42,0.82,2.24,1.29,2.11,/en/squads/98e8af82/2000-2001/Rayo-Vallecano-Stats
ESP-La Liga,0001,Real Madrid,23,25.8,,38,418,3420,38,78,50,128,74,4,8,78,2,2.05,1.32,3.37,1.95,3.26,/en/squads/53a2f082/2000-2001/Real-Madrid-Stats
ESP-La Liga,0001,Real Sociedad,30,26.6,,38,418,3420,38,51,28,79,42,9,9,95,12,1.34,0.74,2.08,1.11,1.84,/en/squads/e31d1cd9/2000-2001/Real-Sociedad-Stats
ESP-La Liga,0001,Valencia,24,27.6,,38,418,3420,38,53,39,92,47,6,9,117,7,1.39,1.03,2.42,1.24,2.26,/en/squads/dcc91a7b/2000-2001/Valencia-Stats
ESP-La Liga,0001,Valladolid,24,26.2,,38,418,3420,38,41,26,67,36,5,6,109,6,1.08,0.68,1.76,0.95,1.63,/en/squads/17859612/2000-2001/Valladolid-Stats
ESP-La Liga,0001,Villarreal,24,26.5,,38,422,3420,38,57,29,86,54,3,3,116,10,1.5,0.76,2.26,1.42,2.18,/en/squads/2a8183b3/2000-2001/Villarreal-Stats
ESP-La Liga,0001,Zaragoza,25,28.3,,38,419,3420,38,53,37,90,51,2,3,86,6,1.39,0.97,2.37,1.34,2.32,/en/squads/800303a0/2000-2001/Zaragoza-Stats
ESP-La Liga,0102,Alavés,22,27.5,,38,418,3420,38,39,22,61,35,4,4,135,8,1.03,0.58,1.61,0.92,1.5,/en/squads/8d6fd021/2001-2002/Alaves-Stats
ESP-La Liga,0102,Athletic Club,26,26.6,,38,418,3420,38,54,31,85,50,4,5,108,6,1.42,0.82,2.24,1.32,2.13,/en/squads/2b390eca/2001-2002/Athletic-Club-Stats
ESP-La Liga,0102,Barcelona,27,25.7,,38,418,3420,38,63,35,98,60,3,4,88,3,1.66,0.92,2.58,1.58,2.5,/en/squads/206d90db/2001-2002/Barcelona-Stats
ESP-La Liga,0102,Celta Vigo,25,27.6,,38,418,3420,38,63,31,94,58,5,8,123,10,1.66,0.82,2.47,1.53,2.34,/en/squads/f25da7fb/2001-2002/Celta-Vigo-Stats
ESP-La Liga,0102,Dep La Coruña,25,28.1,,38,418,3420,38,64,42,106,60,4,6,80,4,1.68,1.11,2.79,1.58,2.68,/en/squads/2a60ed82/2001-2002/Deportivo-La-Coruna-Stats
ESP-La Liga,0102,Espanyol,30,24.0,,38,418,3420,38,47,28,75,42,5,7,122,8,1.24,0.74,1.97,1.11,1.84,/en/squads/a8661628/2001-2002/Espanyol-Stats
ESP-La Liga,0102,Las Palmas,25,27.0,,38,418,3420,38,40,18,58,29,11,12,118,7,1.05,0.47,1.53,0.76,1.24,/en/squads/0049d422/2001-2002/Las-Palmas-Stats
ESP-La Liga,0102,Mallorca,24,28.3,,38,418,3420,38,40,24,64,35,5,6,95,5,1.05,0.63,1.68,0.92,1.55,/en/squads/2aa12281/2001-2002/Mallorca-Stats
ESP-La Liga,0102,Málaga,25,27.2,,38,418,3420,38,43,25,68,38,5,5,129,8,1.13,0.66,1.79,1.0,1.66,/en/squads/1c896955/2001-2002/Malaga-Stats
ESP-La Liga,0102,Osasuna,26,27.4,,38,418,3420,38,34,22,56,33,1,2,98,4,0.89,0.58,1.47,0.87,1.45,/en/squads/03c57e2b/2001-2002/Osasuna-Stats
ESP-La Liga,0102,Rayo Vallecano,28,28.1,,38,412,3420,38,41,26,67,35,6,7,103,10,1.08,0.68,1.76,0.92,1.61,/en/squads/98e8af82/2001-2002/Rayo-Vallecano-Stats
ESP-La Liga,0102,Real Betis,28,25.6,,38,417,3420,38,40,26,66,33,7,9,110,7,1.05,0.68,1.74,0.87,1.55,/en/squads/fc536746/2001-2002/Real-Betis-Stats
ESP-La Liga,0102,Real Madrid,27,26.5,,38,413,3420,38,66,39,105,62,4,4,86,2,1.74,1.03,2.76,1.63,2.66,/en/squads/53a2f082/2001-2002/Real-Madrid-Stats
ESP-La Liga,0102,Real Sociedad,28,26.4,,38,418,3420,38,48,31,79,45,3,3,89,4,1.26,0.82,2.08,1.18,2.0,/en/squads/e31d1cd9/2001-2002/Real-Sociedad-Stats
ESP-La Liga,0102,Sevilla,26,26.7,,38,425,3420,38,51,29,80,43,8,8,126,8,1.34,0.76,2.11,1.13,1.89,/en/squads/ad2be733/2001-2002/Sevilla-Stats
ESP-La Liga,0102,Tenerife,30,26.5,,38,418,3420,38,32,18,50,29,3,4,126,8,0.84,0.47,1.32,0.76,1.24,/en/squads/27cc9c62/2001-2002/Tenerife-Stats
ESP-La Liga,0102,Valencia,27,26.8,,38,418,3420,38,50,31,81,49,1,2,112,5,1.32,0.82,2.13,1.29,2.11,/en/squads/dcc91a7b/2001-2002/Valencia-Stats
ESP-La Liga,0102,Valladolid,25,26.5,,38,418,3420,38,45,24,69,38,7,9,97,3,1.18,0.63,1.82,1.0,1.63,/en/squads/17859612/2001-2002/Valladolid-Stats
ESP-La Liga,0102,Villarreal,21,26.9,,38,418,3420,38,46,27,73,42,4,4,118,4,1.21,0.71,1.92,1.11,1.82,/en/squads/2a8183b3/2001-2002/Villarreal-Stats
ESP-La Liga,0102,Zaragoza,27,28.3,,38,416,3420,38,35,19,54,32,3,5,98,6,0.92,0.5,1.42,0.84,1.34,/en/squads/800303a0/2001-2002/Zaragoza-Stats
ESP-La Liga,0203,Alavés,23,29.1,,38,418,3420,38,38,26,64,35,3,7,104,8,1.0,0.68,1.68,0.92,1.61,/en/squads/8d6fd021/2002-2003/Alaves-Stats
ESP-La Liga,0203,Athletic Club,27,25.8,,38,418,3420,38,62,42,104,56,6,7,101,2,1.63,1.11,2.74,1.47,2.58,/en/squads/2b390eca/2002-2003/Athletic-Club-Stats
ESP-La Liga,0203,Atlético Madrid,25,27.2,,38,418,3420,38,49,37,86,44,5,9,129,10,1.29,0.97,2.26,1.16,2.13,/en/squads/db3b9613/2002-2003/Atletico-Madrid-Stats
ESP-La Liga,0203,Barcelona,28,26.1,,38,419,3420,38,61,47,108,55,6,7,91,8,1.61,1.24,2.84,1.45,2.68,/en/squads/206d90db/2002-2003/Barcelona-Stats
ESP-La Liga,0203,Celta Vigo,28,27.8,,38,418,3420,38,44,32,76,41,3,8,98,6,1.16,0.84,2.0,1.08,1.92,/en/squads/f25da7fb/2002-2003/Celta-Vigo-Stats
ESP-La Liga,0203,Dep La Coruña,24,28.7,,38,418,3420,38,67,50,117,62,5,6,71,4,1.76,1.32,3.08,1.63,2.95,/en/squads/2a60ed82/2002-2003/Deportivo-La-Coruna-Stats
ESP-La Liga,0203,Espanyol,30,25.7,,38,412,3420,38,47,32,79,40,7,8,105,9,1.24,0.84,2.08,1.05,1.89,/en/squads/a8661628/2002-2003/Espanyol-Stats
ESP-La Liga,0203,Mallorca,26,26.5,,38,418,3420,38,47,30,77,39,8,8,100,7,1.24,0.79,2.03,1.03,1.82,/en/squads/2aa12281/2002-2003/Mallorca-Stats
ESP-La Liga,0203,Málaga,31,27.8,,38,417,3420,38,43,30,73,39,4,6,118,11,1.13,0.79,1.92,1.03,1.82,/en/squads/1c896955/2002-2003/Malaga-Stats
ESP-La Liga,0203,Osasuna,27,26.7,,38,415,3420,38,39,26,65,33,6,6,107,7,1.03,0.68,1.71,0.87,1.55,/en/squads/03c57e2b/2002-2003/Osasuna-Stats
ESP-La Liga,0203,Racing Sant,32,25.7,,38,417,3420,38,53,31,84,48,5,7,103,7,1.39,0.82,2.21,1.26,2.08,/en/squads/dee3bbc8/2002-2003/Racing-Santander-Stats
ESP-La Liga,0203,Rayo Vallecano,28,26.9,,38,418,3420,38,30,19,49,23,7,7,103,7,0.79,0.5,1.29,0.61,1.11,/en/squads/98e8af82/2002-2003/Rayo-Vallecano-Stats
ESP-La Liga,0203,Real Betis,28,25.5,,38,410,3420,38,52,38,90,47,5,6,112,8,1.37,1.0,2.37,1.24,2.24,/en/squads/fc536746/2002-2003/Real-Betis-Stats
ESP-La Liga,0203,Real Madrid,23,26.9,,38,418,3420,38,86,62,148,80,6,8,67,4,2.26,1.63,3.89,2.11,3.74,/en/squads/53a2f082/2002-2003/Real-Madrid-Stats
ESP-La Liga,0203,Real Sociedad,22,27.1,,38,418,3420,38,70,49,119,65,5,6,69,3,1.84,1.29,3.13,1.71,3.0,/en/squads/e31d1cd9/2002-2003/Real-Sociedad-Stats
ESP-La Liga,0203,Recreativo,28,26.8,,38,427,3420,38,35,25,60,33,2,5,89,8,0.92,0.66,1.58,0.87,1.53,/en/squads/6e1d6d95/2002-2003/Recreativo-Stats
ESP-La Liga,0203,Sevilla,28,26.6,,38,418,3420,38,34,24,58,28,6,6,104,9,0.89,0.63,1.53,0.74,1.37,/en/squads/ad2be733/2002-2003/Sevilla-Stats
ESP-La Liga,0203,Valencia,31,26.7,,38,418,3420,38,53,34,87,48,5,9,104,9,1.39,0.89,2.29,1.26,2.16,/en/squads/dcc91a7b/2002-2003/Valencia-Stats
ESP-La Liga,0203,Valladolid,27,25.3,,38,417,3420,38,35,25,60,32,3,4,86,7,0.92,0.66,1.58,0.84,1.5,/en/squads/17859612/2002-2003/Valladolid-Stats
ESP-La Liga,0203,Villarreal,30,25.8,,38,418,3420,38,43,26,69,36,7,8,100,7,1.13,0.68,1.82,0.95,1.63,/en/squads/2a8183b3/2002-2003/Villarreal-Stats
ESP-La Liga,0304,Albacete,30,26.1,,38,418,3420,38,34,26,60,31,3,3,99,8,0.89,0.68,1.58,0.82,1.5,/en/squads/b7e3e46e/2003-2004/Albacete-Stats
ESP-La Liga,0304,Athletic Club,25,25.7,,38,416,3420,38,52,33,85,49,3,5,108,6,1.37,0.87,2.24,1.29,2.16,/en/squads/2b390eca/2003-2004/Athletic-Club-Stats
ESP-La Liga,0304,Atlético Madrid,32,26.5,,38,413,3420,38,51,36,87,46,5,6,131,7,1.34,0.95,2.29,1.21,2.16,/en/squads/db3b9613/2003-2004/Atletico-Madrid-Stats
ESP-La Liga,0304,Barcelona,28,25.8,,38,414,3420,38,61,42,103,59,2,3,99,13,1.61,1.11,2.71,1.55,2.66,/en/squads/206d90db/2003-2004/Barcelona-Stats
ESP-La Liga,0304,Celta Vigo,30,28.3,,38,417,3420,38,48,34,82,43,5,7,105,11,1.26,0.89,2.16,1.13,2.03,/en/squads/f25da7fb/2003-2004/Celta-Vigo-Stats
ESP-La Liga,0304,Dep La Coruña,25,28.4,,38,418,3420,38,55,41,96,53,2,3,85,6,1.45,1.08,2.53,1.39,2.47,/en/squads/2a60ed82/2003-2004/Deportivo-La-Coruna-Stats
ESP-La Liga,0304,Espanyol,31,26.7,,38,414,3420,38,47,31,78,41,6,6,120,15,1.24,0.82,2.05,1.08,1.89,/en/squads/a8661628/2003-2004/Espanyol-Stats
ESP-La Liga,0304,Mallorca,26,26.7,,38,418,3420,38,54,33,87,47,7,9,92,5,1.42,0.87,2.29,1.24,2.11,/en/squads/2aa12281/2003-2004/Mallorca-Stats
ESP-La Liga,0304,Málaga,24,26.5,,38,418,3420,38,50,32,82,45,5,6,109,3,1.32,0.84,2.16,1.18,2.03,/en/squads/1c896955/2003-2004/Malaga-Stats
ESP-La Liga,0304,Osasuna,25,25.9,,38,418,3420,38,35,25,60,31,4,5,106,10,0.92,0.66,1.58,0.82,1.47,/en/squads/03c57e2b/2003-2004/Osasuna-Stats
ESP-La Liga,0304,Racing Sant,23,25.7,,38,418,3420,38,46,27,73,41,5,8,117,5,1.21,0.71,1.92,1.08,1.79,/en/squads/dee3bbc8/2003-2004/Racing-Santander-Stats
ESP-La Liga,0304,Real Betis,27,26.3,,38,417,3420,38,46,30,76,41,5,6,91,6,1.21,0.79,2.0,1.08,1.87,/en/squads/fc536746/2003-2004/Real-Betis-Stats
ESP-La Liga,0304,Real Madrid,24,26.6,,38,418,3420,38,70,49,119,64,6,7,110,6,1.84,1.29,3.13,1.68,2.97,/en/squads/53a2f082/2003-2004/Real-Madrid-Stats
ESP-La Liga,0304,Real Murcia,31,26.7,,38,416,3420,38,29,15,44,25,4,4,85,8,0.76,0.39,1.16,0.66,1.05,/en/squads/ab0dc306/2003-2004/Real-Murcia-Stats
ESP-La Liga,0304,Real Sociedad,25,28.7,,38,417,3420,38,47,28,75,42,5,8,98,3,1.24,0.74,1.97,1.11,1.84,/en/squads/e31d1cd9/2003-2004/Real-Sociedad-Stats
ESP-La Liga,0304,Sevilla,32,26.7,,38,418,3420,38,55,31,86,46,9,9,126,8,1.45,0.82,2.26,1.21,2.03,/en/squads/ad2be733/2003-2004/Sevilla-Stats
ESP-La Liga,0304,Valencia,23,27.3,,38,418,3420,38,69,51,120,65,4,7,96,3,1.82,1.34,3.16,1.71,3.05,/en/squads/dcc91a7b/2003-2004/Valencia-Stats
ESP-La Liga,0304,Valladolid,26,26.8,,38,416,3420,38,46,27,73,41,5,6,114,10,1.21,0.71,1.92,1.08,1.79,/en/squads/17859612/2003-2004/Valladolid-Stats
ESP-La Liga,0304,Villarreal,23,25.7,,38,412,3420,38,45,33,78,41,4,4,118,7,1.18,0.87,2.05,1.08,1.95,/en/squads/2a8183b3/2003-2004/Villarreal-Stats
ESP-La Liga,0304,Zaragoza,29,25.2,,38,417,3420,38,43,31,74,39,4,4,103,7,1.13,0.82,1.95,1.03,1.84,/en/squads/800303a0/2003-2004/Zaragoza-Stats
