league,season,team,players_used,Age,Poss,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,url
,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,
ESP-La Liga,0405,Albacete,36,26.6,,38,418,3420,38,33,22,55,31,2,3,100,9,0.87,0.58,1.45,0.82,1.39,/en/squads/b7e3e46e/2004-2005/Albacete-Stats
ESP-La Liga,0405,Athletic Club,28,25.1,,38,421,3420,38,59,39,98,56,3,4,103,4,1.55,1.03,2.58,1.47,2.5,/en/squads/2b390eca/2004-2005/Athletic-Club-Stats
ESP-La Liga,0405,Atlético Madrid,27,25.7,,38,418,3420,38,40,24,64,36,4,5,104,7,1.05,0.63,1.68,0.95,1.58,/en/squads/db3b9613/2004-2005/Atletico-Madrid-Stats
ESP-La Liga,0405,Barcelona,26,25.5,,38,418,3420,38,71,47,118,64,7,9,78,2,1.87,1.24,3.11,1.68,2.92,/en/squads/206d90db/2004-2005/Barcelona-Stats
ESP-La Liga,0405,Dep La Coruña,26,28.4,,38,418,3420,38,43,30,73,39,4,5,85,3,1.13,0.79,1.92,1.03,1.82,/en/squads/2a60ed82/2004-2005/Deportivo-La-Coruna-Stats
ESP-La Liga,0405,Espanyol,25,26.1,,38,418,3420,38,52,34,86,45,7,8,91,9,1.37,0.89,2.26,1.18,2.08,/en/squads/a8661628/2004-2005/Espanyol-Stats
ESP-La Liga,0405,Getafe,29,27.3,,38,422,3420,38,36,25,61,34,2,4,102,4,0.95,0.66,1.61,0.89,1.55,/en/squads/7848bd64/2004-2005/Getafe-Stats
ESP-La Liga,0405,Levante,23,27.5,,38,418,3420,38,39,25,64,37,2,3,96,4,1.03,0.66,1.68,0.97,1.63,/en/squads/9800b6a1/2004-2005/Levante-Stats
ESP-La Liga,0405,Mallorca,29,25.3,,38,418,3420,38,40,27,67,37,3,5,99,6,1.05,0.71,1.76,0.97,1.68,/en/squads/2aa12281/2004-2005/Mallorca-Stats
ESP-La Liga,0405,Málaga,26,26.8,,38,417,3420,38,40,27,67,39,1,3,112,9,1.05,0.71,1.76,1.03,1.74,/en/squads/1c896955/2004-2005/Malaga-Stats
ESP-La Liga,0405,Numancia,30,27.6,,38,410,3420,38,29,22,51,26,3,3,102,6,0.76,0.58,1.34,0.68,1.26,/en/squads/76d8bafa/2004-2005/Numancia-Stats
ESP-La Liga,0405,Osasuna,25,26.2,,38,418,3420,38,44,33,77,42,2,3,125,9,1.16,0.87,2.03,1.11,1.97,/en/squads/03c57e2b/2004-2005/Osasuna-Stats
ESP-La Liga,0405,Racing Sant,29,25.0,,38,418,3420,38,40,25,65,39,1,2,128,7,1.05,0.66,1.71,1.03,1.68,/en/squads/dee3bbc8/2004-2005/Racing-Santander-Stats
ESP-La Liga,0405,Real Betis,25,25.9,,38,417,3420,38,61,42,103,60,1,1,98,7,1.61,1.11,2.71,1.58,2.68,/en/squads/fc536746/2004-2005/Real-Betis-Stats
ESP-La Liga,0405,Real Madrid,27,27.9,,38,418,3420,38,71,51,122,67,4,5,99,5,1.87,1.34,3.21,1.76,3.11,/en/squads/53a2f082/2004-2005/Real-Madrid-Stats
ESP-La Liga,0405,Real Sociedad,27,25.9,,38,418,3420,38,46,30,76,42,4,5,71,4,1.21,0.79,2.0,1.11,1.89,/en/squads/e31d1cd9/2004-2005/Real-Sociedad-Stats
ESP-La Liga,0405,Sevilla,29,26.1,,38,422,3420,38,44,27,71,41,3,3,108,6,1.16,0.71,1.87,1.08,1.79,/en/squads/ad2be733/2004-2005/Sevilla-Stats
ESP-La Liga,0405,Valencia,28,27.5,,38,418,3420,38,53,36,89,50,3,5,101,6,1.39,0.95,2.34,1.32,2.26,/en/squads/dcc91a7b/2004-2005/Valencia-Stats
ESP-La Liga,0405,Villarreal,25,25.8,,38,418,3420,38,68,42,110,59,9,9,81,7,1.79,1.11,2.89,1.55,2.66,/en/squads/2a8183b3/2004-2005/Villarreal-Stats
ESP-La Liga,0405,Zaragoza,25,25.5,,38,418,3420,38,49,32,81,46,3,4,102,5,1.29,0.84,2.13,1.21,2.05,/en/squads/800303a0/2004-2005/Zaragoza-Stats
ESP-La Liga,0506,Alavés,28,27.5,,38,418,3420,38,34,24,58,32,2,3,85,4,0.89,0.63,1.53,0.84,1.47,/en/squads/8d6fd021/2005-2006/Alaves-Stats
ESP-La Liga,0506,Athletic Club,26,25.5,,38,417,3420,38,39,28,67,36,3,6,98,6,1.03,0.74,1.76,0.95,1.68,/en/squads/2b390eca/2005-2006/Athletic-Club-Stats
ESP-La Liga,0506,Atlético Madrid,27,25.1,,38,420,3420,38,45,31,76,42,3,4,127,8,1.18,0.82,2.0,1.11,1.92,/en/squads/db3b9613/2005-2006/Atletico-Madrid-Stats
ESP-La Liga,0506,Barcelona,30,26.6,,38,415,3420,38,75,53,128,67,8,10,75,6,1.97,1.39,3.37,1.76,3.16,/en/squads/206d90db/2005-2006/Barcelona-Stats
ESP-La Liga,0506,Celta Vigo,24,25.4,,38,417,3420,38,45,28,73,42,3,5,83,2,1.18,0.74,1.92,1.11,1.84,/en/squads/f25da7fb/2005-2006/Celta-Vigo-Stats
ESP-La Liga,0506,Cádiz,26,28.8,,38,418,3420,38,36,21,57,31,5,6,93,5,0.95,0.55,1.5,0.82,1.37,/en/squads/ee7c297c/2005-2006/Cadiz-Stats
ESP-La Liga,0506,Dep La Coruña,28,28.4,,38,418,3420,38,44,35,79,40,4,6,122,5,1.16,0.92,2.08,1.05,1.97,/en/squads/2a60ed82/2005-2006/Deportivo-La-Coruna-Stats
ESP-La Liga,0506,Espanyol,26,24.9,,38,418,3420,38,36,27,63,34,2,5,112,9,0.95,0.71,1.66,0.89,1.61,/en/squads/a8661628/2005-2006/Espanyol-Stats
ESP-La Liga,0506,Getafe,24,27.0,,38,418,3420,38,53,39,92,50,3,3,107,8,1.39,1.03,2.42,1.32,2.34,/en/squads/7848bd64/2005-2006/Getafe-Stats
ESP-La Liga,0506,Mallorca,28,26.2,,38,418,3420,38,37,27,64,36,1,1,108,9,0.97,0.71,1.68,0.95,1.66,/en/squads/2aa12281/2005-2006/Mallorca-Stats
ESP-La Liga,0506,Málaga,31,26.6,,38,419,3420,38,36,21,57,34,2,2,119,12,0.95,0.55,1.5,0.89,1.45,/en/squads/1c896955/2005-2006/Malaga-Stats
ESP-La Liga,0506,Osasuna,24,26.3,,38,418,3420,38,49,34,83,46,3,3,122,7,1.29,0.89,2.18,1.21,2.11,/en/squads/03c57e2b/2005-2006/Osasuna-Stats
ESP-La Liga,0506,Racing Sant,29,25.5,,38,415,3420,38,36,23,59,33,3,4,132,10,0.95,0.61,1.55,0.87,1.47,/en/squads/dee3bbc8/2005-2006/Racing-Santander-Stats
ESP-La Liga,0506,Real Betis,27,26.3,,38,417,3420,38,32,26,58,30,2,2,106,8,0.84,0.68,1.53,0.79,1.47,/en/squads/fc536746/2005-2006/Real-Betis-Stats
ESP-La Liga,0506,Real Madrid,26,26.7,,38,419,3420,38,68,48,116,61,7,9,112,11,1.79,1.26,3.05,1.61,2.87,/en/squads/53a2f082/2005-2006/Real-Madrid-Stats
ESP-La Liga,0506,Real Sociedad,29,25.4,,38,417,3420,38,46,30,76,40,6,6,86,10,1.21,0.79,2.0,1.05,1.84,/en/squads/e31d1cd9/2005-2006/Real-Sociedad-Stats
ESP-La Liga,0506,Sevilla,27,26.3,,38,416,3420,38,52,34,86,45,7,7,106,9,1.37,0.89,2.26,1.18,2.08,/en/squads/ad2be733/2005-2006/Sevilla-Stats
ESP-La Liga,0506,Valencia,28,27.0,,38,418,3420,38,58,38,96,52,6,7,87,6,1.53,1.0,2.53,1.37,2.37,/en/squads/dcc91a7b/2005-2006/Valencia-Stats
ESP-La Liga,0506,Villarreal,29,26.8,,38,418,3420,38,49,32,81,44,5,7,109,5,1.29,0.84,2.13,1.16,2.0,/en/squads/2a8183b3/2005-2006/Villarreal-Stats
ESP-La Liga,0506,Zaragoza,23,26.4,,38,418,3420,38,45,30,75,43,2,2,104,6,1.18,0.79,1.97,1.13,1.92,/en/squads/800303a0/2005-2006/Zaragoza-Stats
ESP-La Liga,0607,Athletic Club,26,25.7,,38,418,3420,38,42,27,69,36,6,7,93,7,1.11,0.71,1.82,0.95,1.66,/en/squads/2b390eca/2006-2007/Athletic-Club-Stats
ESP-La Liga,0607,Atlético Madrid,26,25.4,,38,418,3420,38,44,33,77,38,6,10,118,10,1.16,0.87,2.03,1.0,1.87,/en/squads/db3b9613/2006-2007/Atletico-Madrid-Stats
ESP-La Liga,0607,Barcelona,22,27.3,,38,418,3420,38,76,45,121,69,7,8,85,7,2.0,1.18,3.18,1.82,3.0,/en/squads/206d90db/2006-2007/Barcelona-Stats
ESP-La Liga,0607,Celta Vigo,26,26.9,,38,418,3420,38,40,27,67,33,7,8,113,11,1.05,0.71,1.76,0.87,1.58,/en/squads/f25da7fb/2006-2007/Celta-Vigo-Stats
ESP-La Liga,0607,Dep La Coruña,27,25.6,,38,418,3420,38,31,18,49,28,3,4,121,11,0.82,0.47,1.29,0.74,1.21,/en/squads/2a60ed82/2006-2007/Deportivo-La-Coruna-Stats
ESP-La Liga,0607,Espanyol,28,25.3,,38,417,3420,38,46,31,77,43,3,3,110,7,1.21,0.82,2.03,1.13,1.95,/en/squads/a8661628/2006-2007/Espanyol-Stats
ESP-La Liga,0607,Getafe,24,28.2,,38,418,3420,38,39,29,68,38,1,3,103,5,1.03,0.76,1.79,1.0,1.76,/en/squads/7848bd64/2006-2007/Getafe-Stats
ESP-La Liga,0607,Gimnàstic,29,27.5,,38,419,3420,38,33,22,55,29,4,4,93,6,0.87,0.58,1.45,0.76,1.34,/en/squads/d5de8ff3/2006-2007/Gimnastic-Stats
ESP-La Liga,0607,Levante,27,29.4,,38,418,3420,38,36,26,62,34,2,3,122,13,0.95,0.68,1.63,0.89,1.58,/en/squads/9800b6a1/2006-2007/Levante-Stats
ESP-La Liga,0607,Mallorca,23,26.9,,38,418,3420,38,41,24,65,40,1,2,101,5,1.08,0.63,1.71,1.05,1.68,/en/squads/2aa12281/2006-2007/Mallorca-Stats
ESP-La Liga,0607,Osasuna,28,25.9,,38,418,3420,38,50,33,83,46,4,4,114,5,1.32,0.87,2.18,1.21,2.08,/en/squads/03c57e2b/2006-2007/Osasuna-Stats
ESP-La Liga,0607,Racing Sant,27,26.2,,38,418,3420,38,39,26,65,30,9,11,126,8,1.03,0.68,1.71,0.79,1.47,/en/squads/dee3bbc8/2006-2007/Racing-Santander-Stats
ESP-La Liga,0607,Real Betis,29,26.8,,38,417,3420,38,36,24,60,31,5,8,101,10,0.95,0.63,1.58,0.82,1.45,/en/squads/fc536746/2006-2007/Real-Betis-Stats
ESP-La Liga,0607,Real Madrid,25,27.0,,38,418,3420,38,66,43,109,64,2,3,127,10,1.74,1.13,2.87,1.68,2.82,/en/squads/53a2f082/2006-2007/Real-Madrid-Stats
ESP-La Liga,0607,Real Sociedad,30,26.5,,38,418,3420,38,31,19,50,28,3,5,98,4,0.82,0.5,1.32,0.74,1.24,/en/squads/e31d1cd9/2006-2007/Real-Sociedad-Stats
ESP-La Liga,0607,Recreativo,24,27.1,,38,418,3420,38,52,31,83,47,5,8,66,3,1.37,0.82,2.18,1.24,2.05,/en/squads/6e1d6d95/2006-2007/Recreativo-Stats
ESP-La Liga,0607,Sevilla,24,27.0,,38,417,3420,38,63,39,102,56,7,11,106,8,1.66,1.03,2.68,1.47,2.5,/en/squads/ad2be733/2006-2007/Sevilla-Stats
ESP-La Liga,0607,Valencia,29,26.9,,38,418,3420,38,57,38,95,53,4,5,109,8,1.5,1.0,2.5,1.39,2.39,/en/squads/dcc91a7b/2006-2007/Valencia-Stats
ESP-La Liga,0607,Villarreal,27,27.2,,38,418,3420,38,47,32,79,45,2,2,100,4,1.24,0.84,2.08,1.18,2.03,/en/squads/2a8183b3/2006-2007/Villarreal-Stats
ESP-La Liga,0607,Zaragoza,22,26.5,,38,418,3420,38,54,34,88,50,4,5,117,7,1.42,0.89,2.32,1.32,2.21,/en/squads/800303a0/2006-2007/Zaragoza-Stats
ESP-La Liga,0708,Almería,23,25.6,,38,418,3420,38,41,19,60,37,4,7,121,8,1.08,0.5,1.58,0.97,1.47,/en/squads/78ecf4bb/2007-2008/Almeria-Stats
ESP-La Liga,0708,Athletic Club,30,25.7,,38,417,3420,38,39,18,57,37,2,4,126,7,1.03,0.47,1.5,0.97,1.45,/en/squads/2b390eca/2007-2008/Athletic-Club-Stats
ESP-La Liga,0708,Atlético Madrid,25,26.2,,38,418,3420,38,65,30,95,62,3,4,123,7,1.71,0.79,2.5,1.63,2.42,/en/squads/db3b9613/2007-2008/Atletico-Madrid-Stats
ESP-La Liga,0708,Barcelona,28,26.8,,38,418,3420,38,76,43,119,70,6,6,85,5,2.0,1.13,3.13,1.84,2.97,/en/squads/206d90db/2007-2008/Barcelona-Stats
ESP-La Liga,0708,Dep La Coruña,31,25.9,,38,418,3420,38,44,21,65,37,7,8,80,5,1.16,0.55,1.71,0.97,1.53,/en/squads/2a60ed82/2007-2008/Deportivo-La-Coruna-Stats
ESP-La Liga,0708,Espanyol,26,24.9,,38,418,3420,38,41,26,67,35,6,7,117,4,1.08,0.68,1.76,0.92,1.61,/en/squads/a8661628/2007-2008/Espanyol-Stats
ESP-La Liga,0708,Getafe,28,26.9,,38,418,3420,38,42,23,65,38,4,6,95,9,1.11,0.61,1.71,1.0,1.61,/en/squads/7848bd64/2007-2008/Getafe-Stats
ESP-La Liga,0708,Levante,29,27.9,,38,418,3420,38,33,19,52,30,3,5,99,2,0.87,0.5,1.37,0.79,1.29,/en/squads/9800b6a1/2007-2008/Levante-Stats
ESP-La Liga,0708,Mallorca,25,27.3,,38,418,3420,38,69,40,109,65,4,4,92,10,1.82,1.05,2.87,1.71,2.76,/en/squads/2aa12281/2007-2008/Mallorca-Stats
ESP-La Liga,0708,Osasuna,29,25.8,,38,418,3420,38,36,20,56,34,2,3,118,10,0.95,0.53,1.47,0.89,1.42,/en/squads/03c57e2b/2007-2008/Osasuna-Stats
ESP-La Liga,0708,Racing Sant,27,27.4,,38,418,3420,38,42,23,65,40,2,5,94,8,1.11,0.61,1.71,1.05,1.66,/en/squads/dee3bbc8/2007-2008/Racing-Santander-Stats
ESP-La Liga,0708,Real Betis,29,26.3,,38,418,3420,38,43,23,66,39,4,5,102,4,1.13,0.61,1.74,1.03,1.63,/en/squads/fc536746/2007-2008/Real-Betis-Stats
ESP-La Liga,0708,Real Madrid,25,25.9,,38,418,3420,38,83,50,133,77,6,6,99,6,2.18,1.32,3.5,2.03,3.34,/en/squads/53a2f082/2007-2008/Real-Madrid-Stats
ESP-La Liga,0708,Real Murcia,29,27.7,,38,418,3420,38,35,20,55,29,6,6,120,6,0.92,0.53,1.45,0.76,1.29,/en/squads/ab0dc306/2007-2008/Real-Murcia-Stats
ESP-La Liga,0708,Recreativo,25,26.6,,38,418,3420,38,39,19,58,39,0,1,127,11,1.03,0.5,1.53,1.03,1.53,/en/squads/6e1d6d95/2007-2008/Recreativo-Stats
ESP-La Liga,0708,Sevilla,31,26.2,,38,418,3420,38,71,38,109,67,4,6,104,9,1.87,1.0,2.87,1.76,2.76,/en/squads/ad2be733/2007-2008/Sevilla-Stats
ESP-La Liga,0708,Valencia,29,26.3,,38,418,3420,38,46,23,69,43,3,3,100,8,1.21,0.61,1.82,1.13,1.74,/en/squads/dcc91a7b/2007-2008/Valencia-Stats
ESP-La Liga,0708,Valladolid,27,27.8,,38,418,3420,38,42,19,61,39,3,4,87,7,1.11,0.5,1.61,1.03,1.53,/en/squads/17859612/2007-2008/Valladolid-Stats
ESP-La Liga,0708,Villarreal,24,27.3,,38,418,3420,38,62,34,96,52,10,11,88,3,1.63,0.89,2.53,1.37,2.26,/en/squads/2a8183b3/2007-2008/Villarreal-Stats
ESP-La Liga,0708,Zaragoza,26,28.0,,38,418,3420,38,47,24,71,42,5,6,119,8,1.24,0.63,1.87,1.11,1.74,/en/squads/800303a0/2007-2008/Zaragoza-Stats
ESP-La Liga,0809,Almería,24,25.8,,38,418,3420,38,45,20,65,40,5,5,100,11,1.18,0.53,1.71,1.05,1.58,/en/squads/78ecf4bb/2008-2009/Almeria-Stats
ESP-La Liga,0809,Athletic Club,30,25.4,,38,418,3420,38,46,21,67,39,7,9,120,13,1.21,0.55,1.76,1.03,1.58,/en/squads/2b390eca/2008-2009/Athletic-Club-Stats
ESP-La Liga,0809,Atlético Madrid,22,27.4,,38,418,3420,38,78,39,117,72,6,7,117,6,2.05,1.03,3.08,1.89,2.92,/en/squads/db3b9613/2008-2009/Atletico-Madrid-Stats
ESP-La Liga,0809,Barcelona,29,26.3,,38,418,3420,38,102,66,168,97,5,7,77,6,2.68,1.74,4.42,2.55,4.29,/en/squads/206d90db/2008-2009/Barcelona-Stats
ESP-La Liga,0809,Dep La Coruña,25,26.7,,38,418,3420,38,47,24,71,40,7,8,89,4,1.24,0.63,1.87,1.05,1.68,/en/squads/2a60ed82/2008-2009/Deportivo-La-Coruna-Stats
ESP-La Liga,0809,Espanyol,26,26.1,,38,418,3420,38,46,21,67,40,6,8,119,6,1.21,0.55,1.76,1.05,1.61,/en/squads/a8661628/2008-2009/Espanyol-Stats
ESP-La Liga,0809,Getafe,25,26.6,,38,418,3420,38,49,22,71,43,6,11,126,7,1.29,0.58,1.87,1.13,1.71,/en/squads/7848bd64/2008-2009/Getafe-Stats
ESP-La Liga,0809,Mallorca,22,27.4,,38,418,3420,38,52,30,82,51,1,3,122,7,1.37,0.79,2.16,1.34,2.13,/en/squads/2aa12281/2008-2009/Mallorca-Stats
ESP-La Liga,0809,Málaga,25,27.0,,38,418,3420,38,53,26,79,44,9,10,104,7,1.39,0.68,2.08,1.16,1.84,/en/squads/1c896955/2008-2009/Malaga-Stats
ESP-La Liga,0809,Numancia,26,28.5,,38,418,3420,38,38,12,50,32,6,9,112,8,1.0,0.32,1.32,0.84,1.16,/en/squads/76d8bafa/2008-2009/Numancia-Stats
ESP-La Liga,0809,Osasuna,28,26.5,,38,418,3420,38,40,26,66,38,2,4,114,11,1.05,0.68,1.74,1.0,1.68,/en/squads/03c57e2b/2008-2009/Osasuna-Stats
ESP-La Liga,0809,Racing Sant,30,26.3,,38,418,3420,38,47,27,74,43,4,6,137,9,1.24,0.71,1.95,1.13,1.84,/en/squads/dee3bbc8/2008-2009/Racing-Santander-Stats
ESP-La Liga,0809,Real Betis,29,27.3,,38,418,3420,38,51,26,77,48,3,4,107,8,1.34,0.68,2.03,1.26,1.95,/en/squads/fc536746/2008-2009/Real-Betis-Stats
ESP-La Liga,0809,Real Madrid,30,25.9,,38,417,3420,38,82,39,121,79,3,4,118,9,2.16,1.03,3.18,2.08,3.11,/en/squads/53a2f082/2008-2009/Real-Madrid-Stats
ESP-La Liga,0809,Recreativo,27,26.1,,38,418,3420,38,34,19,53,30,4,4,102,6,0.89,0.5,1.39,0.79,1.29,/en/squads/6e1d6d95/2008-2009/Recreativo-Stats
ESP-La Liga,0809,Sevilla,29,27.1,,38,418,3420,38,53,29,82,51,2,3,103,8,1.39,0.76,2.16,1.34,2.11,/en/squads/ad2be733/2008-2009/Sevilla-Stats
ESP-La Liga,0809,Sporting Gijón,26,27.0,,38,418,3420,38,46,23,69,40,6,7,122,5,1.21,0.61,1.82,1.05,1.66,/en/squads/bb9efd50/2008-2009/Sporting-Gijon-Stats
ESP-La Liga,0809,Valencia,26,26.4,,38,418,3420,38,68,31,99,59,9,10,120,6,1.79,0.82,2.61,1.55,2.37,/en/squads/dcc91a7b/2008-2009/Valencia-Stats
ESP-La Liga,0809,Valladolid,25,28.1,,38,418,3420,38,44,21,65,41,3,3,90,10,1.16,0.55,1.71,1.08,1.63,/en/squads/17859612/2008-2009/Valladolid-Stats
ESP-La Liga,0809,Villarreal,26,27.7,,38,418,3420,38,61,36,97,58,3,5,103,4,1.61,0.95,2.55,1.53,2.47,/en/squads/2a8183b3/2008-2009/Villarreal-Stats
ESP-La Liga,0910,Almería,24,25.6,,38,417,3420,38,40,21,61,38,2,3,105,7,1.05,0.55,1.61,1.0,1.55,/en/squads/78ecf4bb/2009-2010/Almeria-Stats
ESP-La Liga,0910,Athletic Club,29,25.2,,38,418,3420,38,48,24,72,43,5,10,101,10,1.26,0.63,1.89,1.13,1.76,/en/squads/2b390eca/2009-2010/Athletic-Club-Stats
ESP-La Liga,0910,Atlético Madrid,33,26.0,,38,418,3420,38,56,27,83,53,3,5,96,7,1.47,0.71,2.18,1.39,2.11,/en/squads/db3b9613/2009-2010/Atletico-Madrid-Stats
ESP-La Liga,0910,Barcelona,24,26.3,,38,418,3420,38,95,56,151,92,3,3,78,5,2.5,1.47,3.97,2.42,3.89,/en/squads/206d90db/2009-2010/Barcelona-Stats
ESP-La Liga,0910,Dep La Coruña,28,27.5,,38,418,3420,38,34,15,49,31,3,3,70,6,0.89,0.39,1.29,0.82,1.21,/en/squads/2a60ed82/2009-2010/Deportivo-La-Coruna-Stats
ESP-La Liga,0910,Espanyol,28,25.0,,38,417,3420,38,29,15,44,29,0,0,123,8,0.76,0.39,1.16,0.76,1.16,/en/squads/a8661628/2009-2010/Espanyol-Stats
ESP-La Liga,0910,Getafe,24,26.4,,38,418,3420,38,57,29,86,51,6,6,113,4,1.5,0.76,2.26,1.34,2.11,/en/squads/7848bd64/2009-2010/Getafe-Stats
ESP-La Liga,0910,Mallorca,24,27.7,,38,418,3420,38,57,29,86,53,4,6,99,4,1.5,0.76,2.26,1.39,2.16,/en/squads/2aa12281/2009-2010/Mallorca-Stats
ESP-La Liga,0910,Málaga,30,26.5,,38,418,3420,38,41,20,61,41,0,0,136,10,1.08,0.53,1.61,1.08,1.61,/en/squads/1c896955/2009-2010/Malaga-Stats
ESP-La Liga,0910,Osasuna,25,28.2,,38,418,3420,38,36,20,56,34,2,3,87,9,0.95,0.53,1.47,0.89,1.42,/en/squads/03c57e2b/2009-2010/Osasuna-Stats
ESP-La Liga,0910,Racing Sant,29,26.6,,38,418,3420,38,42,23,65,38,4,4,110,7,1.11,0.61,1.71,1.0,1.61,/en/squads/dee3bbc8/2009-2010/Racing-Santander-Stats
ESP-La Liga,0910,Real Madrid,25,25.1,,38,418,3420,38,102,53,155,95,7,8,91,5,2.68,1.39,4.08,2.5,3.89,/en/squads/53a2f082/2009-2010/Real-Madrid-Stats
ESP-La Liga,0910,Sevilla,31,27.4,,38,417,3420,38,63,30,93,58,5,5,107,10,1.66,0.79,2.45,1.53,2.32,/en/squads/ad2be733/2009-2010/Sevilla-Stats
ESP-La Liga,0910,Sporting Gijón,28,26.5,,38,417,3420,38,35,18,53,31,4,6,103,6,0.92,0.47,1.39,0.82,1.29,/en/squads/bb9efd50/2009-2010/Sporting-Gijon-Stats
ESP-La Liga,0910,Tenerife,22,27.2,,38,418,3420,38,39,17,56,37,2,4,93,4,1.03,0.45,1.47,0.97,1.42,/en/squads/27cc9c62/2009-2010/Tenerife-Stats
ESP-La Liga,0910,Valencia,27,26.9,,38,418,3420,38,59,32,91,56,3,3,116,8,1.55,0.84,2.39,1.47,2.32,/en/squads/dcc91a7b/2009-2010/Valencia-Stats
ESP-La Liga,0910,Valladolid,31,26.4,,38,417,3420,38,35,17,52,33,2,2,107,11,0.92,0.45,1.37,0.87,1.32,/en/squads/17859612/2009-2010/Valladolid-Stats
ESP-La Liga,0910,Villarreal,25,27.5,,38,418,3420,38,58,28,86,58,0,0,103,11,1.53,0.74,2.26,1.53,2.26,/en/squads/2a8183b3/2009-2010/Villarreal-Stats
ESP-La Liga,0910,Xerez,24,26.3,,38,418,3420,38,38,21,59,36,2,3,110,14,1.0,0.55,1.55,0.95,1.5,/en/squads/c653e8bf/2009-2010/Xerez-Stats
ESP-La Liga,0910,Zaragoza,33,27.1,,38,418,3420,38,45,19,64,41,4,5,131,6,1.18,0.5,1.68,1.08,1.58,/en/squads/800303a0/2009-2010/Zaragoza-Stats
ESP-La Liga,1011,Almería,26,25.7,,38,418,3420,38,36,27,63,36,0,1,104,4,0.95,0.71,1.66,0.95,1.66,/en/squads/78ecf4bb/2010-2011/Almeria-Stats
ESP-La Liga,1011,Athletic Club,29,25.4,,38,418,3420,38,57,34,91,50,7,11,110,7,1.5,0.89,2.39,1.32,2.21,/en/squads/2b390eca/2010-2011/Athletic-Club-Stats
ESP-La Liga,1011,Atlético Madrid,24,26.0,,38,418,3420,38,61,44,105,59,2,5,106,5,1.61,1.16,2.76,1.55,2.71,/en/squads/db3b9613/2010-2011/Atletico-Madrid-Stats
ESP-La Liga,1011,Barcelona,28,26.5,,38,418,3420,38,94,73,167,89,5,5,72,2,2.47,1.92,4.39,2.34,4.26,/en/squads/206d90db/2010-2011/Barcelona-Stats
ESP-La Liga,1011,Dep La Coruña,30,27.2,,38,418,3420,38,30,21,51,25,5,5,95,5,0.79,0.55,1.34,0.66,1.21,/en/squads/2a60ed82/2010-2011/Deportivo-La-Coruna-Stats
ESP-La Liga,1011,Espanyol,31,24.9,,38,418,3420,38,44,28,72,38,6,6,113,5,1.16,0.74,1.89,1.0,1.74,/en/squads/a8661628/2010-2011/Espanyol-Stats
ESP-La Liga,1011,Getafe,23,26.2,,38,418,3420,38,47,30,77,42,5,5,117,7,1.24,0.79,2.03,1.11,1.89,/en/squads/7848bd64/2010-2011/Getafe-Stats
ESP-La Liga,1011,Hércules,26,28.6,,38,418,3420,38,36,17,53,33,3,4,101,8,0.95,0.45,1.39,0.87,1.32,/en/squads/4222a514/2010-2011/Hercules-Stats
ESP-La Liga,1011,Levante,28,28.8,,38,418,3420,38,41,29,70,39,2,2,127,3,1.08,0.76,1.84,1.03,1.79,/en/squads/9800b6a1/2010-2011/Levante-Stats
ESP-La Liga,1011,Mallorca,24,26.5,,38,418,3420,38,41,31,72,37,4,7,88,4,1.08,0.82,1.89,0.97,1.79,/en/squads/2aa12281/2010-2011/Mallorca-Stats
ESP-La Liga,1011,Málaga,34,26.3,,38,418,3420,38,53,36,89,50,3,6,107,7,1.39,0.95,2.34,1.32,2.26,/en/squads/1c896955/2010-2011/Malaga-Stats
ESP-La Liga,1011,Osasuna,26,29.5,,38,418,3420,38,44,27,71,39,5,5,116,7,1.16,0.71,1.87,1.03,1.74,/en/squads/03c57e2b/2010-2011/Osasuna-Stats
ESP-La Liga,1011,Racing Sant,29,27.5,,38,418,3420,38,38,21,59,37,1,6,92,7,1.0,0.55,1.55,0.97,1.53,/en/squads/dee3bbc8/2010-2011/Racing-Santander-Stats
ESP-La Liga,1011,Real Madrid,32,25.5,,38,418,3420,38,100,67,167,89,11,12,102,8,2.63,1.76,4.39,2.34,4.11,/en/squads/53a2f082/2010-2011/Real-Madrid-Stats
ESP-La Liga,1011,Real Sociedad,23,26.2,,38,418,3420,38,45,32,77,41,4,4,80,0,1.18,0.84,2.03,1.08,1.92,/en/squads/e31d1cd9/2010-2011/Real-Sociedad-Stats
ESP-La Liga,1011,Sevilla,32,26.5,,38,418,3420,38,62,41,103,52,10,12,108,7,1.63,1.08,2.71,1.37,2.45,/en/squads/ad2be733/2010-2011/Sevilla-Stats
ESP-La Liga,1011,Sporting Gijón,31,26.7,,38,418,3420,38,33,21,54,26,7,7,115,6,0.87,0.55,1.42,0.68,1.24,/en/squads/bb9efd50/2010-2011/Sporting-Gijon-Stats
ESP-La Liga,1011,Valencia,27,27.0,,38,418,3420,38,63,47,110,61,2,2,121,8,1.66,1.24,2.89,1.61,2.84,/en/squads/dcc91a7b/2010-2011/Valencia-Stats
