,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Home_GoalsScored_Last5,Home_GoalsConceded_Last5,Away_GoalsScored_Last5,Away_GoalsConceded_Last5
301,Sociedad,Valladolid,1,0,H,0.0,0.0,D,1.2,0.6,1.8,1.4
302,Albacete,Merida,2,0,H,1.0,0.0,H,0.8,1.2,1.0,1.6
303,Salamanca,Vallecano,1,2,A,0.0,1.0,A,0.8,2.2,0.4,1.4
304,Compostela,Real Madrid,3,3,D,1.0,1.0,D,1.4,1.4,2.2,1.2
305,Ath Madrid,Celta,3,2,H,2.0,2.0,D,2.0,0.6,1.0,1.4
306,Sevilla,Ath Bilbao,1,1,D,1.0,0.0,H,0.8,0.6,0.6,2.4
307,Real Madrid,Salamanca,5,0,H,2.0,0.0,H,1.8,1.8,0.8,2.2
308,Merida,Sociedad,1,2,A,0.0,1.0,A,1.0,2.0,1.2,0.4
309,Valladolid,Santander,3,1,H,1.0,0.0,H,1.4,0.6,1.0,0.6
310,Ath Bilbao,Barcelona,0,0,D,0.0,0.0,D,0.8,1.6,2.0,0.6
311,Espanol,Sevilla,0,1,A,0.0,0.0,D,0.8,1.0,0.8,0.6
312,Betis,Valencia,3,0,H,0.0,0.0,D,1.0,1.2,2.2,1.2
313,Celta,Sp Gijon,0,0,D,0.0,0.0,D,1.0,1.8,1.0,2.0
314,La Coruna,Ath Madrid,2,2,D,0.0,1.0,A,1.6,1.0,2.2,1.0
315,Oviedo,Compostela,3,1,H,1.0,1.0,D,1.0,1.8,2.0,1.6
316,Vallecano,Tenerife,2,4,A,0.0,1.0,A,0.6,1.2,0.8,1.0
317,Zaragoza,Albacete,3,1,H,1.0,1.0,D,2.0,1.8,1.0,1.0
318,Valencia,Barcelona,4,1,H,2.0,0.0,H,1.4,1.6,1.4,0.4
319,Sp Gijon,La Coruna,1,1,D,1.0,0.0,H,0.8,1.8,1.0,1.4
320,Compostela,Betis,1,2,A,0.0,0.0,D,2.0,1.6,1.6,1.2
321,Sociedad,Zaragoza,3,1,H,1.0,1.0,D,1.4,0.6,2.4,1.4
322,Tenerife,Real Madrid,3,0,H,1.0,0.0,H,1.4,1.4,2.4,1.6
323,Sevilla,Celta,0,0,D,0.0,0.0,D,1.0,0.4,1.0,1.6
324,Albacete,Vallecano,1,2,A,1.0,1.0,D,1.2,1.6,1.0,2.0
325,Salamanca,Oviedo,0,1,A,0.0,0.0,D,0.8,2.2,1.4,1.6
326,Espanol,Ath Bilbao,3,0,H,1.0,0.0,H,0.8,1.2,0.6,0.8
327,Ath Madrid,Valladolid,0,2,A,0.0,0.0,D,1.8,1.2,1.4,0.6
328,Santander,Merida,2,0,H,0.0,0.0,D,1.0,1.0,1.0,1.6
329,Barcelona,Compostela,1,0,H,1.0,0.0,H,1.4,1.0,1.8,2.0
330,Real Madrid,Albacete,2,0,H,1.0,0.0,H,1.6,1.8,1.0,1.6
331,Zaragoza,Santander,1,2,A,1.0,2.0,A,1.8,1.8,1.2,1.0
332,Vallecano,Sociedad,2,0,H,1.0,0.0,H,1.2,2.0,2.0,0.8
333,Valladolid,Sp Gijon,1,0,H,0.0,0.0,D,1.6,0.6,0.8,1.6
334,Oviedo,Tenerife,1,3,A,0.0,1.0,A,1.4,1.6,1.8,1.2
335,Merida,Ath Madrid,0,1,A,0.0,0.0,D,1.0,1.6,1.4,1.4
336,La Coruna,Sevilla,3,2,H,2.0,1.0,H,1.0,1.4,1.0,0.2
337,Celta,Espanol,4,2,H,4.0,0.0,H,0.6,1.2,1.4,1.2
338,Betis,Salamanca,4,0,H,1.0,0.0,H,1.6,0.6,0.8,2.2
339,Ath Bilbao,Valencia,0,1,A,0.0,0.0,D,0.6,1.2,2.0,1.0
340,Sp Gijon,Merida,3,1,H,1.0,1.0,D,0.6,1.4,0.6,1.4
341,Tenerife,Betis,1,2,A,1.0,0.0,H,2.2,1.4,2.0,0.4
342,Sevilla,Valladolid,1,1,D,1.0,0.0,H,1.2,0.8,1.8,0.4
343,Sociedad,Real Madrid,1,1,D,1.0,1.0,D,1.4,1.0,2.0,1.2
344,Santander,Vallecano,1,2,A,0.0,0.0,D,1.4,1.0,1.6,1.4
345,Salamanca,Barcelona,1,3,A,1.0,3.0,A,0.4,2.6,1.0,1.0
346,Ath Madrid,Zaragoza,1,1,D,1.0,1.0,D,1.6,1.2,1.6,1.6
347,Compostela,Valencia,0,4,A,0.0,2.0,A,1.2,1.8,1.6,1.0
348,Celta,Ath Bilbao,3,1,H,3.0,1.0,H,1.2,1.0,0.2,1.2
349,Albacete,Oviedo,0,1,A,0.0,0.0,D,0.8,2.0,1.4,1.8
350,Espanol,La Coruna,0,0,D,0.0,0.0,D,1.6,1.8,1.6,1.6
351,Ath Bilbao,Compostela,0,0,D,0.0,0.0,D,0.4,1.6,1.0,2.6
352,Barcelona,Tenerife,2,2,D,2.0,2.0,D,1.2,1.0,2.4,1.4
353,Betis,Albacete,2,3,A,2.0,1.0,H,2.2,0.6,0.8,1.6
354,La Coruna,Celta,2,1,H,1.0,0.0,H,1.4,1.4,1.8,1.2
355,Merida,Sevilla,3,2,H,2.0,0.0,H,0.4,2.0,1.0,1.0
356,Real Madrid,Santander,1,2,A,0.0,0.0,D,2.2,1.4,1.6,1.4
357,Valencia,Salamanca,2,0,H,1.0,0.0,H,2.4,1.0,0.4,3.0
358,Valladolid,Espanol,0,0,D,0.0,0.0,D,1.4,0.6,1.6,1.4
359,Vallecano,Ath Madrid,0,3,A,0.0,1.0,A,2.0,1.4,1.4,1.4
360,Zaragoza,Sp Gijon,1,1,D,1.0,1.0,D,1.6,1.6,1.2,1.2
361,Oviedo,Sociedad,0,0,D,0.0,0.0,D,1.4,1.4,1.4,1.0
362,Sociedad,Betis,1,1,D,0.0,1.0,A,1.2,1.0,2.6,1.0
363,Sevilla,Zaragoza,1,1,D,0.0,1.0,A,1.2,1.4,1.4,1.6
364,Tenerife,Valencia,2,1,H,0.0,1.0,A,2.6,1.4,2.2,0.8
365,Sp Gijon,Vallecano,3,1,H,2.0,1.0,H,1.0,0.8,1.6,1.8
366,Santander,Oviedo,0,0,D,0.0,0.0,D,1.6,1.4,1.2,0.8
367,Ath Madrid,Real Madrid,1,2,A,0.0,1.0,A,1.4,1.0,1.8,1.2
368,La Coruna,Ath Bilbao,0,0,D,0.0,0.0,D,1.6,1.2,0.2,1.4
369,Espanol,Merida,3,0,H,0.0,0.0,D,1.0,1.0,1.0,2.0
370,Celta,Valladolid,1,1,D,1.0,0.0,H,1.6,1.0,1.4,0.4
371,Salamanca,Compostela,1,0,H,0.0,0.0,D,0.2,3.0,0.4,2.0
372,Albacete,Barcelona,0,1,A,0.0,0.0,D,1.0,2.0,1.4,1.4
373,Barcelona,Sociedad,1,0,H,1.0,0.0,H,1.6,1.4,1.0,1.0
374,Oviedo,Ath Madrid,1,1,D,0.0,1.0,A,0.6,0.6,1.2,1.0
375,Zaragoza,Espanol,1,1,D,1.0,1.0,D,1.0,1.6,1.6,0.8
376,Vallecano,Sevilla,0,0,D,0.0,0.0,D,1.4,1.6,1.2,1.6
377,Valladolid,La Coruna,2,2,D,2.0,1.0,H,1.0,0.4,1.2,0.8
378,Valencia,Albacete,1,0,H,0.0,0.0,D,2.4,0.6,0.8,1.6
379,Real Madrid,Sp Gijon,0,1,A,0.0,1.0,A,1.2,1.4,1.6,1.0
380,Compostela,Tenerife,0,2,A,0.0,2.0,A,0.2,1.6,2.2,1.2
381,Betis,Santander,2,2,D,1.0,0.0,H,2.2,1.2,1.4,0.8
382,Ath Bilbao,Salamanca,3,1,H,1.0,0.0,H,0.2,1.4,0.4,2.0
383,Merida,Celta,2,0,H,1.0,0.0,H,0.8,2.2,1.8,1.2
384,Santander,Barcelona,1,1,D,0.0,1.0,A,1.4,1.2,1.6,0.6
385,Sevilla,Real Madrid,0,1,A,0.0,0.0,D,1.2,1.6,1.2,1.0
386,Sp Gijon,Oviedo,0,1,A,0.0,1.0,A,1.6,0.8,0.6,0.8
387,Valladolid,Ath Bilbao,1,1,D,0.0,0.0,D,1.0,0.8,0.8,1.0
388,Tenerife,Salamanca,4,0,H,2.0,0.0,H,2.0,1.2,0.6,2.4
389,Sociedad,Valencia,5,2,H,4.0,0.0,H,0.4,1.0,1.8,0.4
390,Espanol,Vallecano,4,2,H,1.0,1.0,D,1.2,1.0,1.0,1.4
391,Celta,Zaragoza,1,1,D,1.0,0.0,H,1.8,1.6,1.0,1.2
392,Ath Madrid,Betis,1,1,D,1.0,1.0,D,1.4,0.8,2.2,1.4
393,Albacete,Compostela,2,1,H,1.0,0.0,H,0.6,1.4,0.0,1.6
394,La Coruna,Merida,2,1,H,0.0,0.0,D,1.4,1.0,1.2,1.8
395,Barcelona,Ath Madrid,1,3,A,1.0,1.0,D,1.6,0.8,1.4,1.0
396,Valencia,Santander,2,1,H,2.0,1.0,H,2.0,1.4,1.2,1.2
397,Merida,Valladolid,1,0,H,0.0,0.0,D,1.4,2.0,1.0,1.0
398,Zaragoza,La Coruna,2,3,A,1.0,2.0,A,1.0,1.0,1.2,0.8
399,Vallecano,Celta,1,3,A,1.0,3.0,A,1.0,2.2,1.2,1.4
400,Salamanca,Albacete,2,4,A,1.0,2.0,A,0.6,2.4,1.0,1.2
401,Real Madrid,Espanol,1,2,A,0.0,0.0,D,1.0,1.0,1.6,0.6
402,Compostela,Sociedad,2,0,H,1.0,0.0,H,0.2,1.8,1.4,1.0
403,Betis,Sp Gijon,2,5,A,1.0,3.0,A,1.6,1.6,1.6,0.8
404,Ath Bilbao,Tenerife,2,0,H,1.0,0.0,H,1.0,1.0,2.2,1.0
405,Oviedo,Sevilla,2,3,A,1.0,0.0,H,0.6,0.2,0.8,1.2
406,Ath Madrid,Valencia,2,3,A,1.0,1.0,D,1.8,1.0,1.6,1.6
407,Sp Gijon,Barcelona,0,3,A,0.0,3.0,A,2.0,1.0,1.2,1.2
408,Sociedad,Salamanca,1,0,H,1.0,0.0,H,1.2,1.2,0.8,2.6
409,Valladolid,Zaragoza,0,0,D,0.0,0.0,D,0.8,1.0,1.2,1.4
410,Sevilla,Betis,1,0,H,1.0,0.0,H,1.2,1.4,1.6,2.4
411,Merida,Ath Bilbao,1,0,H,0.0,0.0,D,1.4,1.4,1.2,0.4
412,Santander,Compostela,1,0,H,1.0,0.0,H,1.2,1.2,0.6,1.0
413,La Coruna,Vallecano,1,0,H,0.0,0.0,D,1.8,1.2,0.8,2.6
414,Celta,Real Madrid,1,1,D,1.0,1.0,D,1.2,1.4,1.0,1.2
415,Albacete,Tenerife,0,0,D,0.0,0.0,D,1.8,1.4,2.0,1.0
416,Compostela,Ath Madrid,1,3,A,0.0,1.0,A,0.6,1.2,1.6,1.6
417,Valencia,Sp Gijon,1,0,H,0.0,0.0,D,1.8,2.0,1.8,1.4
418,Zaragoza,Merida,3,1,H,1.0,1.0,D,1.0,1.2,1.0,1.0
419,Vallecano,Valladolid,0,2,A,0.0,0.0,D,0.8,2.2,0.8,1.0
420,Tenerife,Sociedad,1,0,H,0.0,0.0,D,1.6,0.6,1.4,1.2
421,Salamanca,Santander,5,0,H,4.0,0.0,H,0.8,2.4,1.0,1.0
422,Real Madrid,La Coruna,1,0,H,0.0,0.0,D,1.0,1.0,1.6,1.0
423,Oviedo,Celta,1,1,D,0.0,1.0,A,0.8,0.8,1.2,1.2
424,Betis,Espanol,2,3,A,1.0,2.0,A,1.2,2.0,2.0,0.8
425,Barcelona,Sevilla,1,1,D,0.0,1.0,A,1.4,0.8,1.0,0.8
426,Ath Bilbao,Albacete,2,2,D,1.0,0.0,H,1.2,0.6,1.2,1.0
427,Espanol,Oviedo,5,0,H,2.0,0.0,H,2.6,1.2,1.0,1.0
428,Zaragoza,Ath Bilbao,1,0,H,0.0,0.0,D,1.4,1.2,1.6,1.0
429,Valladolid,Real Madrid,0,3,A,0.0,0.0,D,1.0,0.8,0.8,0.8
430,Sp Gijon,Compostela,2,1,H,1.0,1.0,D,1.2,1.4,0.8,1.6
431,Sociedad,Albacete,8,1,H,3.0,1.0,H,1.2,1.2,1.6,1.2
432,Santander,Tenerife,1,2,A,1.0,0.0,H,1.0,2.0,1.4,0.4
433,Merida,Vallecano,0,1,A,0.0,0.0,D,1.2,1.0,0.6,2.0
434,La Coruna,Oviedo,0,4,A,0.0,1.0,A,1.6,1.2,1.0,2.0
435,Celta,Betis,2,0,H,0.0,0.0,D,1.2,1.2,1.4,2.4
436,Ath Madrid,Salamanca,2,1,H,1.0,0.0,H,2.0,1.4,1.6,2.4
437,Sevilla,Valencia,1,2,A,0.0,1.0,A,1.0,0.8,1.8,1.6
438,Espanol,Barcelona,1,1,D,0.0,0.0,D,3.0,1.2,1.4,1.0
439,Tenerife,Ath Madrid,1,1,D,0.0,0.0,D,1.4,0.6,2.2,1.4
440,Vallecano,Zaragoza,4,3,H,1.0,0.0,H,0.8,2.0,1.4,1.0
441,Valencia,Espanol,1,0,H,0.0,0.0,D,2.0,1.8,3.0,1.2
442,Sociedad,Ath Bilbao,2,2,D,2.0,1.0,H,2.8,1.2,1.0,1.0
443,Salamanca,Sp Gijon,3,0,H,3.0,0.0,H,1.6,2.2,1.4,1.6
444,Real Madrid,Merida,4,0,H,3.0,0.0,H,1.4,0.6,0.8,1.2
445,Betis,La Coruna,1,0,H,1.0,0.0,H,1.0,2.4,1.2,1.6
446,Compostela,Sevilla,0,0,D,0.0,0.0,D,1.0,1.6,1.2,1.2
447,Barcelona,Celta,3,2,H,0.0,1.0,A,1.4,1.2,1.6,0.8
448,Albacete,Santander,2,2,D,0.0,2.0,A,1.8,2.6,0.8,2.0
449,Oviedo,Valladolid,3,8,A,2.0,1.0,H,1.6,1.8,0.6,1.0
450,Valladolid,Betis,3,1,H,2.0,0.0,H,2.0,1.4,1.0,2.2
451,Sevilla,Salamanca,3,1,H,1.0,0.0,H,1.2,1.0,2.2,1.4
452,Zaragoza,Real Madrid,0,1,A,0.0,1.0,A,1.8,1.6,2.0,0.6
453,Santander,Sociedad,2,3,A,2.0,2.0,D,1.0,2.2,2.2,1.2
454,Sp Gijon,Tenerife,0,2,A,0.0,1.0,A,1.4,2.0,0.8,0.8
455,Celta,Valencia,1,1,D,0.0,1.0,A,1.8,1.2,1.8,0.8
456,Ath Madrid,Albacete,2,0,H,2.0,0.0,H,2.2,1.4,1.8,2.8
457,Ath Bilbao,Vallecano,3,1,H,0.0,0.0,D,1.2,1.2,1.2,1.8
458,Espanol,Compostela,0,0,D,0.0,0.0,D,2.2,1.0,0.8,1.2
459,La Coruna,Barcelona,2,2,D,1.0,0.0,H,0.8,1.6,1.8,1.4
460,Merida,Oviedo,3,1,H,1.0,0.0,H,0.6,1.6,2.0,3.4
461,La Coruna,Real Madrid,1,1,D,1.0,0.0,H,0.6,1.6,2.0,0.2
463,Vallecano,Valladolid,1,2,A,0.0,0.0,D,1.2,1.8,2.6,1.4
464,Tenerife,Compostela,6,0,H,3.0,0.0,H,1.2,0.4,0.4,1.2
465,Sociedad,Sevilla,1,0,H,1.0,0.0,H,2.8,1.2,1.2,0.8
466,Santander,Valencia,3,2,H,0.0,2.0,A,1.2,2.4,1.6,0.8
468,Betis,Ath Bilbao,3,0,H,1.0,0.0,H,0.8,1.8,1.4,1.4
469,Ath Madrid,Celta,2,0,H,0.0,0.0,D,2.0,1.2,1.4,1.2
470,Oviedo,Barcelona,2,4,A,0.0,0.0,D,1.8,3.4,2.0,1.2
471,Espanol,Sp Gijon,2,3,A,2.0,0.0,H,1.8,0.8,0.4,2.0
472,Barcelona,Espanol,2,1,H,0.0,0.0,D,2.2,1.6,1.6,1.0
473,Compostela,Ath Madrid,3,1,H,1.0,1.0,D,0.4,2.2,2.0,0.6
474,Logrones,Tenerife,0,1,A,0.0,1.0,A,2.0,2.0,2.4,0.4
475,Valencia,Sociedad,0,1,A,0.0,1.0,A,1.4,1.0,2.8,1.2
476,Valladolid,Oviedo,0,1,A,0.0,0.0,D,3.0,1.6,2.0,4.0
477,Sp Gijon,Santander,0,1,A,0.0,1.0,A,1.0,1.8,1.6,2.8
478,Sevilla,Zaragoza,1,2,A,0.0,1.0,A,1.0,1.0,1.8,1.6
479,Celta,La Coruna,1,1,D,0.0,1.0,A,1.2,1.4,0.6,1.8
480,Ath Bilbao,Vallecano,3,2,H,0.0,1.0,A,1.4,1.8,1.4,2.0
481,Real Madrid,Hercules,3,0,H,2.0,0.0,H,2.0,0.2,2.0,1.0
482,Extremadura,Betis,0,3,A,0.0,0.0,D,1.0,2.0,1.4,1.6
483,Zaragoza,Valencia,1,1,D,1.0,1.0,D,1.6,1.6,1.2,1.2
484,Vallecano,Extremadura,3,0,H,2.0,0.0,H,1.8,2.2,0.5,2.5
485,Tenerife,Sevilla,0,2,A,0.0,1.0,A,2.4,0.4,1.0,1.2
486,Santander,Barcelona,1,1,D,0.0,1.0,A,1.8,1.8,2.4,1.6
487,Oviedo,Ath Bilbao,2,0,H,0.0,0.0,D,2.2,3.0,1.6,1.8
488,Sociedad,Sp Gijon,1,1,D,1.0,1.0,D,3.0,1.0,1.0,1.8
489,Espanol,Valladolid,1,0,H,1.0,0.0,H,0.8,1.4,2.6,1.8
490,Compostela,Logrones,1,2,A,1.0,1.0,D,0.8,1.8,1.0,1.5
491,Ath Madrid,La Coruna,0,2,A,0.0,0.0,D,1.6,1.0,0.8,1.8
492,Hercules,Celta,0,2,A,0.0,2.0,A,1.0,2.0,1.2,1.4
493,Betis,Real Madrid,1,1,D,1.0,1.0,D,1.6,1.0,2.4,0.2
494,Ath Bilbao,Espanol,2,2,D,1.0,0.0,H,1.6,2.0,0.8,1.2
495,Logrones,Ath Madrid,0,3,A,0.0,2.0,A,1.3333333333333333,1.3333333333333333,1.2,1.2
496,Valencia,Tenerife,2,1,H,0.0,0.0,D,1.0,1.2,2.0,0.6
497,Valladolid,Santander,3,0,H,1.0,0.0,H,2.6,1.4,1.8,1.6
498,Sp Gijon,Zaragoza,2,0,H,2.0,0.0,H,0.8,1.8,1.6,1.8
499,Real Madrid,Vallecano,1,0,H,1.0,0.0,H,2.0,0.4,2.2,2.2
500,La Coruna,Hercules,4,0,H,3.0,0.0,H,1.2,1.0,0.6666666666666666,2.0
501,Celta,Betis,0,2,A,0.0,0.0,D,1.2,1.4,1.8,0.8
502,Barcelona,Sociedad,3,2,H,1.0,0.0,H,2.4,1.6,1.6,1.0
503,Extremadura,Oviedo,0,2,A,0.0,2.0,A,0.3333333333333333,2.6666666666666665,1.8,3.0
504,Sevilla,Compostela,0,1,A,0.0,0.0,D,1.2,0.8,0.8,1.8
505,Betis,La Coruna,1,2,A,1.0,0.0,H,2.0,0.8,2.0,0.8
506,Espanol,Extremadura,5,1,H,3.0,0.0,H,1.2,1.4,0.25,2.5
507,Santander,Ath Bilbao,1,2,A,1.0,0.0,H,1.4,1.8,1.6,2.0
508,Sociedad,Valladolid,0,0,D,0.0,0.0,D,1.6,1.2,1.6,0.8
509,Zaragoza,Barcelona,3,5,A,2.0,1.0,H,1.0,1.4,2.4,1.6
510,Vallecano,Celta,3,0,H,1.0,0.0,H,1.4,1.8,0.8,1.2
511,Tenerife,Sp Gijon,6,0,H,3.0,0.0,H,2.0,0.8,1.2,1.2
512,Oviedo,Real Madrid,2,3,A,1.0,3.0,A,1.6,1.4,1.4,0.4
513,Logrones,Sevilla,2,0,H,1.0,0.0,H,1.0,1.75,1.2,1.0
514,Compostela,Valencia,0,3,A,0.0,0.0,D,1.0,1.8,1.2,1.4
515,Ath Madrid,Hercules,3,0,H,1.0,0.0,H,1.6,1.0,0.5,2.5
516,Real Madrid,Espanol,2,0,H,2.0,0.0,H,1.8,0.8,2.2,1.6
517,Valencia,Logrones,0,1,A,0.0,1.0,A,1.6,1.2,1.2,1.4
518,Valladolid,Zaragoza,1,1,D,1.0,0.0,H,1.0,0.6,1.6,2.2
519,La Coruna,Vallecano,1,1,D,0.0,0.0,D,2.0,0.6,1.8,1.2
520,Hercules,Betis,0,1,A,0.0,0.0,D,0.4,2.6,2.0,0.6
521,Sp Gijon,Compostela,1,1,D,1.0,0.0,H,1.2,2.0,1.0,2.4
522,Celta,Oviedo,3,1,H,2.0,0.0,H,0.6,1.6,1.8,1.4
523,Barcelona,Tenerife,1,1,D,0.0,0.0,D,3.0,1.8,2.8,0.8
524,Ath Bilbao,Sociedad,1,3,A,1.0,2.0,A,1.4,2.0,1.0,0.8
525,Extremadura,Santander,1,2,A,0.0,1.0,A,0.4,3.0,1.2,1.6
526,Sevilla,Ath Madrid,0,0,D,0.0,0.0,D,0.6,1.2,1.8,1.0
527,Ath Madrid,Betis,2,2,D,2.0,1.0,H,1.4,1.0,1.6,0.6
528,Compostela,Barcelona,1,5,A,0.0,3.0,A,1.2,1.4,2.4,1.6
529,Espanol,Celta,0,0,D,0.0,0.0,D,1.8,1.4,1.2,1.4
530,Sevilla,Valencia,0,2,A,0.0,1.0,A,0.6,1.0,1.2,0.8
531,Tenerife,Valladolid,1,3,A,0.0,1.0,A,1.8,1.0,0.8,0.6
532,Zaragoza,Ath Bilbao,1,1,D,0.0,1.0,A,1.4,2.0,1.6,2.0
533,Vallecano,Hercules,2,1,H,2.0,1.0,H,1.8,1.0,0.0,2.6
534,Sociedad,Extremadura,3,0,H,2.0,0.0,H,1.4,1.0,0.4,3.0
535,Logrones,Sp Gijon,0,2,A,0.0,1.0,A,1.0,1.0,0.8,1.8
536,Oviedo,La Coruna,0,1,A,0.0,0.0,D,1.6,1.2,2.0,0.6
537,Santander,Real Madrid,2,2,D,0.0,0.0,D,1.0,1.4,2.0,0.6
538,Valladolid,Compostela,3,1,H,2.0,0.0,H,1.4,0.6,0.8,2.2
539,Ath Bilbao,Tenerife,2,0,H,1.0,0.0,H,1.2,1.8,1.8,1.6
540,Extremadura,Zaragoza,2,1,H,1.0,0.0,H,0.4,3.0,1.2,2.0
541,Hercules,Oviedo,1,1,D,0.0,1.0,A,0.2,2.4,1.4,1.4
542,La Coruna,Espanol,2,0,H,0.0,0.0,D,2.0,0.4,1.6,1.0
543,Real Madrid,Sociedad,6,1,H,2.0,1.0,H,1.8,1.0,1.8,1.0
544,Celta,Santander,1,1,D,0.0,0.0,D,1.0,1.2,1.2,1.8
545,Valencia,Ath Madrid,3,1,H,1.0,0.0,H,1.6,0.6,1.6,0.8
546,Barcelona,Logrones,8,0,H,4.0,0.0,H,3.0,1.6,1.0,1.2
547,Betis,Vallecano,3,0,H,1.0,0.0,H,1.4,1.0,1.8,0.6
548,Sp Gijon,Sevilla,1,1,D,0.0,1.0,A,1.2,1.6,0.4,1.0
549,Zaragoza,Real Madrid,1,2,A,0.0,1.0,A,1.2,2.2,2.8,1.0
550,Valencia,Sp Gijon,2,1,H,1.0,1.0,D,2.0,0.6,1.2,1.6
551,Tenerife,Extremadura,2,1,H,2.0,1.0,H,1.8,1.6,0.8,2.6
552,Sociedad,Celta,1,2,A,1.0,0.0,H,1.8,2.0,0.8,1.4
553,Santander,La Coruna,1,1,D,0.0,0.0,D,1.2,1.8,2.0,0.4
554,Sevilla,Barcelona,0,1,A,0.0,0.0,D,0.2,1.2,4.4,1.4
555,Logrones,Valladolid,0,1,A,0.0,1.0,A,0.6,2.6,2.0,0.6
556,Espanol,Hercules,2,1,H,0.0,0.0,D,1.4,1.4,0.4,2.2
557,Compostela,Ath Bilbao,1,1,D,0.0,0.0,D,0.8,2.4,1.6,1.4
558,Ath Madrid,Vallecano,1,3,A,0.0,1.0,A,1.8,1.0,1.2,1.2
559,Oviedo,Betis,1,1,D,1.0,1.0,D,1.2,1.6,1.8,0.8
560,Barcelona,Valencia,3,2,H,2.0,0.0,H,4.0,1.0,2.0,0.6
561,Betis,Espanol,1,2,A,1.0,2.0,A,1.6,1.0,1.4,1.2
562,Real Madrid,Tenerife,0,0,D,0.0,0.0,D,3.0,1.2,2.0,1.4
563,Sp Gijon,Ath Madrid,0,1,A,0.0,0.0,D,1.0,2.0,1.4,1.6
564,La Coruna,Sociedad,1,0,H,1.0,0.0,H,1.4,0.6,1.6,1.8
565,Vallecano,Oviedo,2,2,D,2.0,1.0,H,1.8,1.2,1.0,1.8
566,Hercules,Santander,0,1,A,0.0,1.0,A,0.6,1.8,1.4,1.4
567,Extremadura,Compostela,1,1,D,1.0,1.0,D,1.0,2.6,0.8,2.6
568,Celta,Zaragoza,0,0,D,0.0,0.0,D,1.2,1.2,1.4,2.2
569,Ath Bilbao,Logrones,6,0,H,4.0,0.0,H,1.4,1.2,0.6,2.2
570,Valladolid,Sevilla,0,1,A,0.0,0.0,D,1.6,0.6,0.2,1.2
571,Santander,Betis,1,1,D,0.0,0.0,D,1.4,1.0,1.6,1.0
572,Zaragoza,La Coruna,1,2,A,1.0,1.0,D,0.8,1.2,1.2,0.4
573,Valencia,Valladolid,2,4,A,1.0,2.0,A,1.8,1.2,1.6,0.8
574,Tenerife,Celta,0,0,D,0.0,0.0,D,0.8,1.4,1.2,0.6
575,Sevilla,Ath Bilbao,4,2,H,2.0,1.0,H,0.4,0.8,2.2,1.0
576,Sociedad,Hercules,2,1,H,1.0,1.0,D,1.6,2.0,0.6,1.4
577,Espanol,Vallecano,0,0,D,0.0,0.0,D,0.8,1.2,1.6,1.6
578,Compostela,Real Madrid,1,2,A,0.0,1.0,A,1.0,2.2,2.4,0.8
579,Ath Madrid,Oviedo,3,0,H,1.0,0.0,H,1.0,1.6,1.0,1.6
580,Logrones,Extremadura,0,0,D,0.0,0.0,D,0.2,3.4,1.0,1.8
581,Sp Gijon,Barcelona,0,0,D,0.0,0.0,D,1.0,1.0,3.6,0.8
582,Barcelona,Ath Madrid,3,3,D,2.0,1.0,H,3.4,0.6,1.6,1.6
583,La Coruna,Tenerife,0,0,D,0.0,0.0,D,1.4,0.4,0.6,1.2
584,Vallecano,Santander,0,0,D,0.0,0.0,D,1.4,1.4,1.2,1.0
585,Oviedo,Espanol,3,1,H,1.0,1.0,D,0.8,1.6,0.8,0.8
586,Hercules,Zaragoza,1,1,D,0.0,0.0,D,0.8,1.6,0.8,1.4
587,Real Madrid,Logrones,0,0,D,0.0,0.0,D,2.4,1.0,0.0,3.4
588,Celta,Compostela,1,2,A,1.0,1.0,D,0.6,0.4,1.0,2.4
589,Betis,Sociedad,2,1,H,1.0,1.0,D,1.6,1.2,1.4,2.0
590,Ath Bilbao,Valencia,2,0,H,1.0,0.0,H,2.4,1.2,2.2,1.8
591,Extremadura,Sevilla,0,1,A,0.0,1.0,A,0.8,1.4,1.2,1.2
592,Valladolid,Sp Gijon,1,0,H,0.0,0.0,D,2.2,1.0,0.8,0.8
593,Ath Madrid,Espanol,2,1,H,0.0,0.0,D,1.8,1.8,1.0,1.4
594,Compostela,La Coruna,0,0,D,0.0,0.0,D,1.2,1.6,1.2,0.4
595,Tenerife,Hercules,3,1,H,0.0,0.0,D,0.4,0.6,0.8,1.4
596,Valencia,Extremadura,0,0,D,0.0,0.0,D,1.8,2.2,0.8,1.0
597,Zaragoza,Betis,2,2,D,1.0,0.0,H,0.8,1.4,1.6,1.0
598,Sp Gijon,Ath Bilbao,2,4,A,1.0,1.0,D,0.4,1.0,2.6,1.0
599,Sociedad,Vallecano,3,1,H,2.0,1.0,H,1.0,2.4,1.0,1.2
600,Santander,Oviedo,1,0,H,0.0,0.0,D,0.8,0.6,1.4,1.6
601,Logrones,Celta,0,3,A,0.0,0.0,D,0.0,3.0,0.8,0.8
602,Sevilla,Real Madrid,1,3,A,0.0,2.0,A,1.4,0.8,2.0,0.6
603,Barcelona,Valladolid,6,1,H,3.0,0.0,H,3.0,1.0,1.8,0.8
604,Ath Bilbao,Barcelona,2,1,H,0.0,1.0,A,3.0,1.4,2.6,1.2
